Dim_04_id,value_dim04
Dim_04_001,100202
Dim_04_002,50334
Dim_04_003,30004
Dim_04_004,340040
Dim_04_005,50223
Dim_04_006,450050
Dim_04_007,200022
Dim_04_008,223232
Dim_04_009,318726.11
Dim_04_010,349440.05
Dim_04_011,380153.99
Dim_04_012,410867.93
Dim_04_013,441581.87
Dim_04_014,472295.81
Dim_04_015,503009.75
Dim_04_016,533723.69
Dim_04_017,564437.63
Dim_04_018,595151.57
Dim_04_019,625865.51
Dim_04_020,656579.45
Dim_04_021,687293.39
Dim_04_022,718007.33
Dim_04_023,748721.27
Dim_04_024,779435.21
Dim_04_025,810149.15
Dim_04_026,840863.1
Dim_04_027,871577.04
Dim_04_028,902290.98
Dim_04_029,933004.92
Dim_04_030,963718.86
Dim_04_031,994432.8
Dim_04_032,1025146.74
Dim_04_033,1055860.68
Dim_04_034,1086574.62
Dim_04_035,1117288.56
Dim_04_036,1148002.5
Dim_04_037,1178716.44
Dim_04_038,1209430.38
Dim_04_039,1240144.32
Dim_04_040,1270858.26
Dim_04_041,1301572.2
Dim_04_042,1332286.14
Dim_04_043,1363000.08
Dim_04_044,1393714.02
Dim_04_045,1424427.96
Dim_04_046,1455141.9
Dim_04_047,1485855.85
Dim_04_048,1516569.79
Dim_04_049,1547283.73
Dim_04_050,1577997.67
Dim_04_051,1608711.61
Dim_04_052,1639425.55
Dim_04_053,1670139.49
Dim_04_054,1700853.43
Dim_04_055,1731567.37
Dim_04_056,1762281.31
Dim_04_057,1792995.25
Dim_04_058,1823709.19
Dim_04_059,1854423.13
Dim_04_060,1885137.07
Dim_04_061,1915851.01
Dim_04_062,1946564.95
Dim_04_063,1977278.89
Dim_04_064,2007992.83
Dim_04_065,2038706.77
Dim_04_066,2069420.71
Dim_04_067,2100134.65
Dim_04_068,2130848.6
Dim_04_069,2161562.54
Dim_04_070,2192276.48
Dim_04_071,2222990.42
Dim_04_072,2253704.36
Dim_04_073,2284418.3
Dim_04_074,2315132.24
Dim_04_075,2345846.18
Dim_04_076,2376560.12
Dim_04_077,2407274.06
Dim_04_078,2437988
Dim_04_079,2468701.94
Dim_04_080,2499415.88
Dim_04_081,2530129.82
Dim_04_082,2560843.76
Dim_04_083,2591557.7
Dim_04_084,2622271.64
Dim_04_085,2652985.58
Dim_04_086,2683699.52
Dim_04_087,2714413.46
Dim_04_088,2745127.4
Dim_04_089,2775841.35
Dim_04_090,2806555.29
Dim_04_091,2837269.23
Dim_04_092,2867983.17
Dim_04_093,2898697.11
Dim_04_094,2929411.05
Dim_04_095,2960124.99
Dim_04_096,2990838.93
Dim_04_097,3021552.87
Dim_04_098,3052266.81
Dim_04_099,3082980.75
Dim_04_100,3113694.69
Dim_04_1000,30756241.12
Dim_04_1001,30786955.06
Dim_04_1002,30817669
Dim_04_1003,30848382.94
Dim_04_1004,30879096.88
Dim_04_1005,30909810.82
Dim_04_1006,30940524.76
Dim_04_1007,30971238.7
Dim_04_1008,31001952.64
Dim_04_1009,31032666.58
Dim_04_101,3144408.63
Dim_04_1010,31063380.52
Dim_04_1011,31094094.46
Dim_04_1012,31124808.4
Dim_04_1013,31155522.35
Dim_04_1014,31186236.29
Dim_04_1015,31216950.23
Dim_04_1016,31247664.17
Dim_04_1017,31278378.11
Dim_04_1018,31309092.05
Dim_04_1019,31339805.99
Dim_04_102,3175122.57
Dim_04_1020,31370519.93
Dim_04_1021,31401233.87
Dim_04_1022,31431947.81
Dim_04_1023,31462661.75
Dim_04_1024,31493375.69
Dim_04_1025,31524089.63
Dim_04_1026,31554803.57
Dim_04_1027,31585517.51
Dim_04_1028,31616231.45
Dim_04_1029,31646945.39
Dim_04_103,3205836.51
Dim_04_1030,31677659.33
Dim_04_1031,31708373.27
Dim_04_1032,31739087.21
Dim_04_1033,31769801.15
Dim_04_1034,31800515.1
Dim_04_1035,31831229.04
Dim_04_1036,31861942.98
Dim_04_1037,31892656.92
Dim_04_1038,31923370.86
Dim_04_1039,31954084.8
Dim_04_104,3236550.45
Dim_04_1040,31984798.74
Dim_04_1041,32015512.68
Dim_04_1042,32046226.62
Dim_04_1043,32076940.56
Dim_04_1044,32107654.5
Dim_04_1045,32138368.44
Dim_04_1046,32169082.38
Dim_04_1047,32199796.32
Dim_04_1048,32230510.26
Dim_04_1049,32261224.2
Dim_04_105,3267264.39
Dim_04_1050,32291938.14
Dim_04_1051,32322652.08
Dim_04_1052,32353366.02
Dim_04_1053,32384079.96
Dim_04_1054,32414793.9
Dim_04_1055,32445507.85
Dim_04_1056,32476221.79
Dim_04_1057,32506935.73
Dim_04_1058,32537649.67
Dim_04_1059,32568363.61
Dim_04_106,3297978.33
Dim_04_1060,32599077.55
Dim_04_1061,32629791.49
Dim_04_1062,32660505.43
Dim_04_1063,32691219.37
Dim_04_1064,32721933.31
Dim_04_1065,32752647.25
Dim_04_1066,32783361.19
Dim_04_1067,32814075.13
Dim_04_1068,32844789.07
Dim_04_1069,32875503.01
Dim_04_107,3328692.27
Dim_04_1070,32906216.95
Dim_04_1071,32936930.89
Dim_04_1072,32967644.83
Dim_04_1073,32998358.77
Dim_04_1074,33029072.71
Dim_04_1075,33059786.65
Dim_04_1076,33090500.6
Dim_04_1077,33121214.54
Dim_04_1078,33151928.48
Dim_04_1079,33182642.42
Dim_04_108,3359406.21
Dim_04_1080,33213356.36
Dim_04_1081,33244070.3
Dim_04_1082,33274784.24
Dim_04_1083,33305498.18
Dim_04_1084,33336212.12
Dim_04_1085,33366926.06
Dim_04_1086,33397640
Dim_04_1087,33428353.94
Dim_04_1088,33459067.88
Dim_04_1089,33489781.82
Dim_04_109,3390120.15
Dim_04_1090,33520495.76
Dim_04_1091,33551209.7
Dim_04_1092,33581923.64
Dim_04_1093,33612637.58
Dim_04_1094,33643351.52
Dim_04_1095,33674065.46
Dim_04_1096,33704779.4
Dim_04_1097,33735493.35
Dim_04_1098,33766207.29
Dim_04_1099,33796921.23
Dim_04_110,3420834.1
Dim_04_1100,33827635.17
Dim_04_1101,33858349.11
Dim_04_1102,33889063.05
Dim_04_1103,33919776.99
Dim_04_1104,33950490.93
Dim_04_1105,33981204.87
Dim_04_1106,34011918.81
Dim_04_1107,34042632.75
Dim_04_1108,34073346.69
Dim_04_1109,34104060.63
Dim_04_111,3451548.04
Dim_04_1110,34134774.57
Dim_04_1111,34165488.51
Dim_04_1112,34196202.45
Dim_04_1113,34226916.39
Dim_04_1114,34257630.33
Dim_04_1115,34288344.27
Dim_04_1116,34319058.21
Dim_04_1117,34349772.15
Dim_04_1118,34380486.1
Dim_04_1119,34411200.04
Dim_04_112,3482261.98
Dim_04_1120,34441913.98
Dim_04_1121,34472627.92
Dim_04_1122,34503341.86
Dim_04_1123,34534055.8
Dim_04_1124,34564769.74
Dim_04_1125,34595483.68
Dim_04_1126,34626197.62
Dim_04_1127,34656911.56
Dim_04_1128,34687625.5
Dim_04_1129,34718339.44
Dim_04_113,3512975.92
Dim_04_1130,34749053.38
Dim_04_1131,34779767.32
Dim_04_1132,34810481.26
Dim_04_1133,34841195.2
Dim_04_1134,34871909.14
Dim_04_1135,34902623.08
Dim_04_1136,34933337.02
Dim_04_1137,34964050.96
Dim_04_1138,34994764.9
Dim_04_1139,35025478.85
Dim_04_114,3543689.86
Dim_04_1140,35056192.79
Dim_04_1141,35086906.73
Dim_04_1142,35117620.67
Dim_04_1143,35148334.61
Dim_04_1144,35179048.55
Dim_04_1145,35209762.49
Dim_04_1146,35240476.43
Dim_04_1147,35271190.37
